UID,Point_ID,Easting,Northing,Elevation,Timestamp,STN_Easting,STN_Northing,STN_Height,STN_Elevation,Target_Height,Horizontal_Angle,Vertical_Angle,Slope_Distance,Horizontal_Dist,Prism_Constant,Height_Diff
STN741_UB74920_1,UB74920,287366.609,6215348.057,126.208,10:41,,,,,0.000,"224° 43' 11""","089° 37' 32""",56.954,56.953,8,0.372
STN741_UB74920_2,UB74920,287366.609,6215348.057,126.206,10:48,,,,,0.000,"044° 43' 11""","270° 22' 19""",56.954,56.953,8,0.370
STN741_UB74930_1,UB74930,287356.324,6215344.728,126.915,10:41,,,,,0.000,"228° 59' 13""","089° 04' 26""",66.749,66.741,8,1.079
STN741_UB74930_2,UB74930,287356.323,6215344.729,126.911,10:48,,,,,0.000,"048° 59' 18""","270° 55' 22""",66.749,66.740,8,1.075
STN741_UB74940_1,UB74940,287346.857,6215341.588,127.555,10:41,,,,,0.000,"231° 53' 02""","088° 42' 18""",76.061,76.041,8,1.719
STN741_UB74940_2,UB74940,287346.857,6215341.588,127.554,10:48,,,,,0.000,"051° 53' 01""","271° 17' 39""",76.061,76.041,8,1.718
STN741_UT74790_1,UT74790,287499.609,6215358.170,129.339,10:44,,,,,0.000,"108° 05' 25""","087° 56' 54""",97.820,97.757,34,3.503
STN741_UT74790_2,UT74790,287499.609,6215358.170,129.337,10:45,,,,,0.000,"288° 05' 24""","272° 03' 03""",97.820,97.757,34,3.501
STN741_UT74800_1,UT74800,287489.082,6215357.696,128.909,10:44,,,,,0.000,"110° 30' 47""","087° 59' 60""",88.031,87.977,8,3.073
STN741_UT74800_2,UT74800,287489.083,6215357.697,128.906,10:45,,,,,0.000,"290° 30' 44""","271° 59' 54""",88.031,87.977,8,3.070
STN741_UT74810_1,UT74810,287479.427,6215357.040,129.000,10:44,,,,,0.000,"113° 24' 15""","087° 42' 51""",79.328,79.265,8,3.164
STN741_UT74810_2,UT74810,287479.427,6215357.040,128.998,10:45,,,,,0.000,"293° 24' 14""","272° 17' 02""",79.328,79.265,8,3.162
STN741_UT74820_1,UT74820,287468.825,6215356.612,128.861,10:43,,,,,0.000,"117° 10' 59""","087° 31' 16""",69.922,69.857,8,3.025
STN741_UT74820_2,UT74820,287468.825,6215356.612,128.858,10:46,,,,,0.000,"297° 10' 59""","272° 28' 35""",69.923,69.857,8,3.022
STN741_UT74830_1,UT74830,287458.815,6215357.253,128.551,10:43,,,,,0.000,"120° 57' 30""","087° 26' 36""",60.852,60.791,8,2.715
STN741_UT74830_2,UT74830,287458.815,6215357.254,128.548,10:46,,,,,0.000,"300° 57' 28""","272° 33' 16""",60.852,60.791,8,2.712
STN741_UT74840_1,UT74840,287448.714,6215357.924,128.386,10:43,,,,,0.000,"126° 03' 24""","087° 11' 32""",52.053,51.990,8,2.550
STN741_UT74840_2,UT74840,287448.714,6215357.924,128.383,10:46,,,,,0.000,"306° 03' 23""","272° 48' 18""",52.053,51.990,8,2.547
STN741_UT74850_1,UT74850,287438.420,6215356.684,128.518,10:43,,,,,0.000,"135° 05' 39""","086° 35' 10""",45.036,44.956,8,2.682
STN741_UT74850_2,UT74850,287438.420,6215356.685,128.515,10:46,,,,,0.000,"315° 05' 36""","273° 24' 37""",45.036,44.956,8,2.679
STN741_UT74860_1,UT74860,287428.058,6215355.329,128.451,10:42,,,,,0.000,"147° 13' 22""","086° 12' 39""",39.569,39.482,8,2.615
STN741_UT74860_2,UT74860,287428.058,6215355.329,128.449,10:47,,,,,0.000,"327° 13' 22""","273° 47' 10""",39.568,39.482,8,2.613
STN741_UT74870_1,UT74870,287418.413,6215354.529,128.137,10:42,,,,,0.000,"160° 57' 51""","086° 20' 19""",36.036,35.963,8,2.301
STN741_UT74870_2,UT74870,287418.414,6215354.529,128.135,10:47,,,,,0.000,"340° 57' 48""","273° 39' 28""",36.036,35.963,8,2.299
STN741_UT74880_1,UT74880,287407.543,6215353.038,128.154,10:42,,,,,0.000,"178° 36' 44""","086° 15' 50""",35.573,35.497,8,2.318
STN741_UT74880_2,UT74880,287407.544,6215353.038,128.152,10:47,,,,,0.000,"358° 36' 40""","273° 43' 56""",35.573,35.497,8,2.316
STN741_UT74890_1,UT74890,287397.728,6215351.645,127.908,10:42,,,,,0.000,"193° 38' 59""","086° 52' 30""",38.008,37.951,8,2.072
STN741_UT74890_2,UT74890,287397.728,6215351.645,127.906,10:47,,,,,0.000,"013° 38' 55""","273° 07' 17""",38.008,37.951,8,2.070
STN741_UT74900_1,UT74900,287387.278,6215350.613,128.056,10:42,,,,,0.000,"207° 06' 24""","087° 01' 00""",42.647,42.590,8,2.220
STN741_UT74900_2,UT74900,287387.278,6215350.613,128.054,10:47,,,,,0.000,"027° 06' 25""","272° 58' 50""",42.647,42.590,8,2.218
STN741_UT74910_1,UT74910,287377.252,6215347.681,128.093,10:41,,,,,0.000,"215° 46' 35""","087° 26' 01""",50.394,50.344,8,2.257
STN741_UT74910_2,UT74910,287377.252,6215347.681,128.091,10:48,,,,,0.000,"035° 46' 32""","272° 33' 51""",50.394,50.343,8,2.255
STN741_UT74920_1,UT74920,287367.307,6215345.171,127.891,10:41,,,,,0.000,"222° 14' 53""","087° 59' 27""",58.603,58.567,8,2.055
STN741_UT74920_2,UT74920,287367.307,6215345.171,127.888,10:48,,,,,0.000,"042° 14' 50""","272° 00' 22""",58.603,58.567,8,2.052
STN741_UT74930_1,UT74930,287356.994,6215342.997,127.808,10:41,,,,,0.000,"227° 30' 09""","088° 19' 28""",67.422,67.394,8,1.972
STN741_UT74930_2,UT74930,287356.994,6215342.995,127.804,10:48,,,,,0.000,"047° 30' 05""","271° 40' 21""",67.423,67.394,8,1.968
STN741_UT74940_1,UT74940,287346.854,6215340.838,127.733,10:41,,,,,0.000,"231° 26' 37""","088° 34' 49""",76.533,76.510,34,1.897
STN741_UT74940_2,UT74940,287346.854,6215340.838,127.728,10:48,,,,,0.000,"051° 26' 37""","271° 24' 58""",76.533,76.510,34,1.892
STN741_XU74790_1,XU74790,287501.880,6215358.329,128.358,10:44,,,,,0.000,"107° 35' 56""","088° 33' 14""",99.903,99.871,8,2.522
STN741_XU74790_2,XU74790,287501.881,6215358.331,128.355,10:45,,,,,0.000,"287° 35' 52""","271° 26' 40""",99.903,99.871,8,2.519
STN741_XU74810_1,XU74810,287481.595,6215357.779,127.896,10:44,,,,,0.000,"112° 18' 53""","088° 32' 35""",81.001,80.975,8,2.060
STN741_XU74810_2,XU74810,287481.595,6215357.780,127.894,10:45,,,,,0.000,"292° 18' 51""","271° 27' 20""",81.001,80.975,8,2.058
STN741_XU74850_1,XU74850,287441.026,6215357.270,127.784,10:43,,,,,0.000,"132° 18' 17""","087° 35' 55""",46.477,46.436,8,1.948
STN741_XU74850_2,XU74850,287441.027,6215357.271,127.781,10:46,,,,,0.000,"312° 18' 14""","272° 23' 56""",46.476,46.436,8,1.945
,STN743,,,,,287702.160,6215322.827,0.000,131.997,,,,,,,
STN743_STN12_1,STN12,287562.185,6215335.679,132.114,11:09,,,,,0.000,"275° 14' 47""","089° 57' 11""",140.564,140.564,23,0.117
STN743_STN12_2,STN12,287562.185,6215335.678,132.107,11:20,,,,,0.000,"095° 14' 45""","270° 02' 39""",140.564,140.564,23,0.110
STN743_STN13_1,STN13,287771.787,6215279.722,134.996,11:13,,,,,0.000,"121° 45' 39""","087° 54' 13""",81.945,81.890,23,2.999
STN743_STN13_2,STN13,287771.788,6215279.723,134.992,11:15,,,,,0.000,"301° 45' 37""","272° 05' 38""",81.944,81.890,23,2.995
STN743_STN742_1,STN742,287572.682,6215365.528,125.587,11:08,,,,,0.000,"288° 15' 07""","092° 41' 30""",136.488,136.337,23,6.411
STN743_STN742_2,STN742,287572.681,6215365.528,125.589,11:09,,,,,0.000,"288° 15' 07""","092° 41' 29""",136.489,136.339,23,6.408
STN743_STN742_3,STN742,287572.680,6215365.522,125.583,11:20,,,,,0.000,"108° 14' 58""","267° 18' 21""",136.489,136.338,23,6.414
STN743_UB74470_1,UB74470,287815.977,6215295.113,131.413,11:14,,,,,0.000,"103° 41' 06""","090° 17' 11""",117.144,117.143,8,0.585
STN743_UB74470_2,UB74470,287815.978,6215295.113,131.405,11:14,,,,,0.000,"283° 41' 05""","269° 42' 36""",117.144,117.143,8,0.592
STN743_UB74480_1,UB74480,287805.873,6215298.366,130.706,11:14,,,,,0.000,"103° 16' 16""","090° 41' 40""",106.567,106.559,8,1.291
STN743_UB74480_2,UB74480,287805.874,6215298.367,130.705,11:15,,,,,0.000,"283° 16' 13""","269° 18' 18""",106.567,106.559,8,1.292
STN743_UB74490_1,UB74490,287796.324,6215300.479,130.383,11:14,,,,,0.000,"103° 21' 03""","090° 57' 23""",96.792,96.779,8,1.615
STN743_UB74490_2,UB74490,287796.323,6215300.479,130.382,11:15,,,,,0.000,"283° 21' 03""","269° 02' 35""",96.792,96.779,8,1.616
STN743_UB74500_1,UB74500,287786.718,6215303.638,129.750,11:14,,,,,0.000,"102° 47' 10""","091° 29' 06""",86.737,86.708,8,2.247
STN743_UB74500_2,UB74500,287786.719,6215303.639,129.747,11:15,,,,,0.000,"282° 47' 06""","268° 30' 46""",86.737,86.708,8,2.251
STN743_UB74510_1,UB74510,287777.691,6215306.461,128.954,11:13,,,,,0.000,"102° 13' 34""","092° 15' 19""",77.343,77.283,8,3.043
STN743_UB74510_2,UB74510,287777.691,6215306.462,128.952,11:15,,,,,0.000,"282° 13' 31""","267° 44' 36""",77.343,77.283,8,3.045
STN743_UB74520_1,UB74520,287768.047,6215309.069,128.350,11:13,,,,,0.000,"101° 47' 42""","093° 06' 07""",67.407,67.308,8,3.647
STN743_UB74520_2,UB74520,287768.047,6215309.069,128.347,11:15,,,,,0.000,"281° 47' 40""","266° 53' 43""",67.406,67.308,8,3.650
STN743_UB74530_1,UB74530,287759.332,6215311.561,128.007,11:13,,,,,0.000,"101° 08' 51""","093° 55' 05""",58.407,58.271,8,3.991
STN743_UB74530_2,UB74530,287759.332,6215311.562,128.005,11:16,,,,,0.000,"281° 08' 49""","266° 04' 48""",58.407,58.271,8,3.993
STN743_UB74540_1,UB74540,287749.189,6215314.812,127.715,11:13,,,,,0.000,"099° 40' 17""","095° 07' 46""",47.898,47.707,8,4.282
STN743_UB74540_2,UB74540,287749.188,6215314.813,127.713,11:16,,,,,0.000,"279° 40' 17""","264° 52' 06""",47.898,47.706,8,4.284
STN743_UB74550_1,UB74550,287739.098,6215317.654,127.565,11:13,,,,,0.000,"097° 58' 22""","096° 46' 37""",37.561,37.299,8,4.432
STN743_UB74550_2,UB74550,287739.098,6215317.654,127.564,11:16,,,,,0.000,"277° 58' 21""","263° 13' 18""",37.561,37.299,8,4.433
STN743_UB74560_1,UB74560,287729.934,6215320.019,127.386,11:12,,,,,0.000,"095° 46' 20""","099° 22' 48""",28.294,27.915,8,4.611
STN743_UB74560_2,UB74560,287729.934,6215320.020,127.385,11:16,,,,,0.000,"275° 46' 18""","260° 37' 04""",28.294,27.915,8,4.612
STN743_UB74570_1,UB74570,287720.160,6215323.526,127.372,11:12,,,,,0.000,"087° 46' 32""","104° 24' 05""",18.598,18.013,8,4.625
STN743_UB74570_2,UB74570,287720.160,6215323.526,127.372,11:17,,,,,0.000,"267° 46' 29""","255° 35' 50""",18.597,18.013,8,4.626
STN743_UB74580_1,UB74580,287710.271,6215326.599,127.523,11:12,,,,,0.000,"065° 03' 27""","116° 34' 38""",10.002,8.945,8,4.475
STN743_UB74580_2,UB74580,287710.270,6215326.599,127.522,11:17,,,,,0.000,"245° 03' 26""","243° 25' 11""",10.001,8.944,8,4.475
STN743_UB74590_1,UB74590,287701.040,6215329.428,127.271,11:11,,,,,0.000,"350° 22' 19""","125° 13' 06""",8.196,6.696,8,4.726
STN743_UB74590_2,UB74590,287701.040,6215329.428,127.271,11:18,,,,,0.000,"170° 22' 18""","234° 46' 45""",8.196,6.695,8,4.727
STN743_UB74600_1,UB74600,287691.754,6215332.187,127.220,11:11,,,,,0.000,"311° 58' 10""","108° 50' 50""",14.789,13.996,8,4.778
STN743_UB74600_2,UB74600,287691.754,6215332.186,127.219,11:18,,,,,0.000,"131° 58' 06""","251° 09' 02""",14.789,13.996,8,4.778
STN743_UB74610_1,UB74610,287680.778,6215335.362,126.973,11:11,,,,,0.000,"300° 22' 49""","101° 27' 37""",25.289,24.785,8,5.025
STN743_UB74610_2,UB74610,287680.778,6215335.361,126.972,11:18,,,,,0.000,"120° 22' 44""","258° 32' 18""",25.290,24.785,8,5.025
STN743_UB74620_1,UB74620,287671.967,6215338.073,126.820,11:10,,,,,0.000,"296° 47' 28""","098° 42' 10""",34.218,33.824,8,5.178
STN743_UB74620_2,UB74620,287671.966,6215338.072,126.819,11:18,,,,,0.000,"116° 47' 21""","261° 17' 46""",34.218,33.824,8,5.178
STN743_UB74630_1,UB74630,287662.383,6215340.916,126.639,11:10,,,,,0.000,"294° 27' 14""","096° 59' 28""",44.024,43.697,8,5.358
STN743_UB74630_2,UB74630,287662.383,6215340.915,126.637,11:19,,,,,0.000,"114° 27' 11""","263° 00' 21""",44.024,43.696,8,5.361
STN743_UB74640_1,UB74640,287653.153,6215343.380,126.583,11:10,,,,,0.000,"292° 45' 09""","095° 49' 03""",53.417,53.142,8,5.414
STN743_UB74640_2,UB74640,287653.154,6215343.379,126.582,11:19,,,,,0.000,"112° 45' 06""","264° 10' 50""",53.417,53.142,8,5.416
STN743_UB74650_1,UB74650,287643.569,6215346.034,126.157,11:10,,,,,0.000,"291° 36' 29""","095° 17' 41""",63.290,63.020,8,5.840
STN743_UB74650_2,UB74650,287643.569,6215346.033,126.155,11:19,,,,,0.000,"111° 36' 24""","264° 42' 11""",63.290,63.019,8,5.843
STN743_UB74660_1,UB74660,287632.889,6215348.833,125.998,11:09,,,,,0.000,"290° 34' 39""","094° 38' 09""",74.235,73.992,8,5.999
STN743_UB74660_2,UB74660,287632.888,6215348.831,125.996,11:19,,,,,0.000,"110° 34' 31""","265° 21' 46""",74.235,73.992,8,6.001
STN743_UB74670_1,UB74670,287623.229,6215351.134,125.835,11:09,,,,,0.000,"289° 43' 45""","094° 12' 13""",84.081,83.854,34,6.162
STN743_UB74670_2,UB74670,287623.227,6215351.131,125.833,11:19,,,,,0.000,"109° 43' 37""","265° 47' 42""",84.081,83.855,34,6.164
STN743_UT74470_1,UT74470,287815.428,6215293.396,132.590,11:14,,,,,0.000,"104° 33' 54""","089° 42' 36""",117.031,117.029,34,0.593
STN743_UT74470_2,UT74470,287815.429,6215293.397,132.585,11:14,,,,,0.000,"284° 33' 52""","270° 17' 15""",117.031,117.030,34,0.588
STN743_UT74480_1,UT74480,287805.210,6215295.844,132.436,11:14,,,,,0.000,"104° 40' 23""","089° 45' 52""",106.525,106.524,8,0.439
STN743_UT74480_2,UT74480,287805.210,6215295.844,132.428,11:15,,,,,0.000,"284° 40' 23""","270° 13' 53""",106.525,106.524,8,0.431
STN743_UT74490_1,UT74490,287796.164,6215297.490,132.285,11:14,,,,,0.000,"105° 05' 05""","089° 49' 52""",97.359,97.359,8,0.288
STN743_UT74490_2,UT74490,287796.164,6215297.488,132.283,11:15,,,,,0.000,"285° 05' 07""","270° 10' 03""",97.360,97.359,8,0.285
STN743_UT74500_1,UT74500,287786.525,6215299.617,132.176,11:14,,,,,0.000,"105° 22' 57""","089° 53' 00""",87.500,87.500,8,0.179
STN743_UT74500_2,UT74500,287786.526,6215299.618,132.176,11:15,,,,,0.000,"285° 22' 54""","270° 06' 60""",87.500,87.500,8,0.179
STN743_UT74510_1,UT74510,287776.764,6215301.681,131.975,11:13,,,,,0.000,"105° 49' 30""","090° 00' 60""",77.543,77.543,8,0.022
STN743_UT74510_2,UT74510,287776.764,6215301.681,131.974,11:15,,,,,0.000,"285° 49' 31""","269° 58' 55""",77.543,77.543,8,0.024
STN743_UT74520_1,UT74520,287766.779,6215304.240,131.787,11:13,,,,,0.000,"106° 02' 49""","090° 10' 47""",67.239,67.239,8,0.211
STN743_UT74520_2,UT74520,287766.779,6215304.240,131.784,11:16,,,,,0.000,"286° 02' 51""","269° 49' 05""",67.239,67.239,8,0.213
STN743_UT74530_1,UT74530,287757.623,6215306.597,131.455,11:13,,,,,0.000,"106° 18' 40""","090° 32' 16""",57.791,57.788,8,0.542
STN743_UT74530_2,UT74530,287757.623,6215306.598,131.454,11:16,,,,,0.000,"286° 18' 37""","269° 27' 39""",57.791,57.788,8,0.544
STN743_UT74540_1,UT74540,287747.764,6215309.184,131.587,11:13,,,,,0.000,"106° 39' 18""","090° 29' 40""",47.602,47.600,8,0.411
STN743_UT74540_2,UT74540,287747.764,6215309.185,131.586,11:16,,,,,0.000,"286° 39' 16""","269° 30' 15""",47.602,47.600,8,0.412
STN743_UT74550_1,UT74550,287737.878,6215311.842,131.382,11:12,,,,,0.000,"107° 05' 45""","090° 56' 37""",37.374,37.369,8,0.615
STN743_UT74550_2,UT74550,287737.877,6215311.842,131.381,11:16,,,,,0.000,"287° 05' 43""","269° 03' 16""",37.373,37.368,8,0.617
STN743_UT74560_1,UT74560,287728.361,6215314.682,131.390,11:12,,,,,0.000,"107° 16' 08""","091° 16' 06""",27.445,27.438,8,0.607
STN743_UT74560_2,UT74560,287728.362,6215314.682,131.389,11:17,,,,,0.000,"287° 16' 03""","268° 43' 46""",27.445,27.438,8,0.609
STN743_UT74570_1,UT74570,287718.903,6215317.792,131.329,11:12,,,,,0.000,"106° 44' 16""","092° 11' 27""",17.496,17.483,8,0.669
STN743_UT74570_2,UT74570,287718.903,6215317.792,131.328,11:17,,,,,0.000,"286° 44' 15""","267° 48' 30""",17.496,17.483,8,0.669
STN743_UT74580_1,UT74580,287709.420,6215320.674,131.128,11:11,,,,,0.000,"106° 31' 17""","096° 33' 06""",7.622,7.572,8,0.870
STN743_UT74580_2,UT74580,287709.420,6215320.674,131.127,11:17,,,,,0.000,"286° 31' 15""","263° 26' 43""",7.622,7.572,8,0.870
STN743_UT74590_1,UT74590,287699.766,6215323.682,131.232,11:11,,,,,0.000,"289° 39' 42""","106° 45' 46""",2.655,2.542,8,0.766
STN743_UT74590_2,UT74590,287699.767,6215323.682,131.232,11:18,,,,,0.000,"109° 39' 28""","253° 13' 58""",2.655,2.542,8,0.766
STN743_UT74600_1,UT74600,287690.256,6215326.450,131.113,11:11,,,,,0.000,"286° 55' 38""","094° 03' 50""",12.475,12.444,8,0.884
STN743_UT74600_2,UT74600,287690.256,6215326.450,131.113,11:18,,,,,0.000,"106° 55' 33""","265° 55' 60""",12.475,12.444,8,0.885
STN743_UT74610_1,UT74610,287680.164,6215329.158,131.176,11:10,,,,,0.000,"286° 03' 27""","092° 03' 20""",22.904,22.890,8,0.821
STN743_UT74610_2,UT74610,287680.163,6215329.158,131.176,11:18,,,,,0.000,"106° 03' 22""","267° 56' 41""",22.905,22.890,8,0.821
STN743_UT74620_1,UT74620,287670.673,6215331.792,131.154,11:10,,,,,0.000,"285° 53' 32""","091° 28' 35""",32.750,32.739,8,0.844
STN743_UT74620_2,UT74620,287670.672,6215331.791,131.152,11:19,,,,,0.000,"105° 53' 25""","268° 31' 17""",32.750,32.739,8,0.845
STN743_UT74630_1,UT74630,287660.996,6215334.403,130.796,11:10,,,,,0.000,"285° 42' 23""","091° 36' 35""",42.778,42.761,8,1.202
STN743_UT74630_2,UT74630,287660.996,6215334.402,130.794,11:19,,,,,0.000,"105° 42' 18""","268° 23' 17""",42.777,42.761,8,1.203
STN743_UT74640_1,UT74640,287651.164,6215337.246,131.074,11:10,,,,,0.000,"285° 47' 17""","090° 59' 53""",53.003,52.995,8,0.923
STN743_UT74640_2,UT74640,287651.164,6215337.244,131.071,11:19,,,,,0.000,"105° 47' 11""","268° 59' 54""",53.003,52.995,8,0.926
STN743_UT74650_1,UT74650,287641.754,6215339.649,131.279,11:09,,,,,0.000,"285° 33' 41""","090° 39' 26""",62.709,62.705,34,0.718
STN743_UT74650_2,UT74650,287641.753,6215339.647,131.276,11:19,,,,,0.000,"105° 33' 33""","269° 20' 26""",62.709,62.705,34,0.721
STN743_XU74580_1,XU74580,287708.911,6215321.153,130.321,11:11,,,,,0.000,"103° 55' 26""","103° 33' 15""",7.154,6.955,8,1.677
STN743_XU74580_2,XU74580,287708.911,6215321.154,130.321,11:17,,,,,0.000,"283° 55' 22""","256° 26' 49""",7.154,6.955,8,1.676
STN743_XU74610_1,XU74610,287679.303,6215329.528,130.552,11:10,,,,,0.000,"286° 20' 20""","093° 28' 24""",23.863,23.820,8,1.446
STN743_XU74610_2,XU74610,287679.302,6215329.527,130.551,11:18,,,,,0.000,"106° 20' 15""","266° 31' 28""",23.864,23.820,8,1.447
