UID,Point ID,X,Y,Z,Time,Stn E,Stn N,Stn H,Stn Z,Targ Z,Hz Angle,Vert Angle,Slope Dist.,Hz Dist.,Prism Const.,Height Diff.
STN09_MR9074_4,MR9074,11147.570,4582.690,242.123,12:47,,,,,,"298'5'6""","98'14'11""",127.666,126.350,034,18.288
STN09_MR9075_1,MR9075,11165.190,4571.643,243.229,12:48,,,,,,"297'17'52""","99'14'27""",107.002,105.614,008,17.182
STN09_MR9075_2,MR9075,11165.190,4571.643,243.232,12:48,,,,,,"117'17'54""","260'45'38""",107.003,105.615,008,17.179
STN09_MR9076_1,MR9076,11182.059,4563.770,244.580,12:48,,,,,,"117'47'9""","259'41'20""",88.445,87.016,008,15.830
STN09_MR9076_2,MR9076,11182.060,4563.771,244.578,12:48,,,,,,"297'47'11""","100'18'45""",88.445,87.016,008,15.833
STN09_MR9077_1,MR9077,11201.489,4554.635,246.055,12:48,,,,,,"298'38'18""","102'20'53""",67.128,65.575,008,14.355
STN09_MR9077_2,MR9077,11201.488,4554.633,246.059,12:48,,,,,,"118'38'12""","257'39'16""",67.128,65.576,008,14.352
STN09_MR9078_1,MR9078,11218.471,4546.983,247.726,12:49,,,,,,"120'22'21""","254'54'13""",48.706,47.025,008,12.685
STN09_MR9078_2,MR9078,11218.472,4546.984,247.725,12:49,,,,,,"300'22'27""","105'5'48""",48.706,47.025,008,12.685
STN09_MR9079_1,MR9079,11237.973,4539.192,249.924,12:49,,,,,,"307'11'24""","111'37'45""",28.451,26.447,008,10.487
STN09_MR9079_2,MR9079,11237.973,4539.192,249.923,12:49,,,,,,"127'11'22""","248'22'11""",28.451,26.447,008,10.487
STN09_MR9080_1,MR9080,11256.143,4535.084,251.814,12:49,,,,,,"166'16'59""","234'53'22""",14.946,12.226,008,8.596
STN09_MR9080_2,MR9080,11256.143,4535.084,251.814,12:49,,,,,,"346'16'52""","125'6'34""",14.946,12.227,008,8.596
STN09_MR9082A_1,MR9082A,11316.784,4512.853,267.260,12:52,,,,,,"100'9'53""","83'20'23""",59.061,58.662,034,6.850
STN09_MR9082A_2,MR9082A,11316.785,4512.856,267.262,12:52,,,,,,"280'9'43""","276'39'40""",59.061,58.663,034,6.851
STN09_MR9082A_3,MR9082A,11316.785,4512.855,267.262,12:52,,,,,,"280'9'47""","276'39'41""",59.062,58.663,034,6.852
STN09_MR9082A_4,MR9082A,11316.784,4512.854,267.260,12:52,,,,,,"100'9'52""","83'20'25""",59.062,58.663,034,6.850
STN09_STN08_1,STN08,11100.837,4669.229,237.731,12:46,,,,,,"312'42'24""","96'0'52""",216.485,215.294,000,22.680
STN09_STN08_2,STN08,11100.833,4669.227,237.743,12:46,,,,,,"132'42'20""","263'59'20""",216.485,215.295,000,22.667
STN09_STN10_1,STN10,11326.170,4485.649,272.703,12:46,,,,,,"299'13'36""","279'4'45""",77.896,76.920,000,12.293
STN09_STN10_2,STN10,11326.171,4485.648,272.700,12:46,,,,,,"119'13'37""","80'55'23""",77.897,76.921,000,12.289
,STN10,,,,,11326.170,4485.649,272.703,,,,,,,,
STN10_MR9081_1,MR9081,11294.431,4474.507,269.599,13:16,,,,,1.543,"250'39'24""","92'39'29""",33.674,33.638,000,3.105
STN10_MR9081_2,MR9081,11294.431,4474.506,269.600,13:16,,,,,1.543,"70'39'21""","267'20'38""",33.674,33.638,000,3.103
STN10_MR9082_1,MR9082,11314.486,4482.770,270.710,13:17,,,,,1.543,"76'9'34""","267'51'34""",12.042,12.033,000,1.993
STN10_MR9082_2,MR9082,11314.486,4482.770,270.710,13:17,,,,,1.543,"256'9'34""","92'8'27""",12.041,12.033,000,1.993
STN10_MR9082A_1,MR9082A,11316.778,4512.852,267.257,13:15,,,,,,"340'57'11""","100'43'1""",29.289,28.778,034,5.447
STN10_MR9082A_2,MR9082A,11316.778,4512.852,267.257,13:15,,,,,,"160'57'9""","259'17'4""",29.289,28.779,034,5.446
STN10_MR9082A_3,MR9082A,11316.778,4512.851,267.257,13:15,,,,,,"160'57'10""","259'17'4""",29.289,28.778,034,5.446
STN10_MR9082A_4,MR9082A,11316.779,4512.852,267.257,13:15,,,,,,"340'57'15""","100'43'1""",29.289,28.778,034,5.447
STN10_MR9083_1,MR9083,11331.939,4487.126,270.500,13:18,,,,,1.543,"75'37'53""","96'19'19""",5.992,5.955,000,2.203
STN10_MR9083_2,MR9083,11331.939,4487.126,270.500,13:19,,,,,1.543,"255'37'56""","263'40'33""",5.992,5.956,000,2.203
STN10_MR9083_3,MR9083,11331.939,4487.127,270.500,13:19,,,,,1.543,"255'37'52""","263'40'34""",5.992,5.955,000,2.203
STN10_MR9083_4,MR9083,11331.939,4487.127,270.500,13:19,,,,,1.543,"75'37'52""","96'19'22""",5.992,5.956,000,2.203
STN10_STN09_1,STN09,11259.041,4523.207,260.407,13:13,,,,,,"299'13'34""","99'4'56""",77.898,76.922,023,12.296
STN10_STN09_2,STN09,11259.039,4523.204,260.410,13:13,,,,,,"119'13'25""","260'55'11""",77.898,76.922,023,12.293
STN10_STN11_1,STN11,11356.211,4488.264,269.116,13:14,,,,,,"265'1'29""","263'12'54""",30.367,30.154,023,3.587
STN10_STN11_2,STN11,11356.211,4488.264,269.114,13:14,,,,,,"85'1'30""","96'47'13""",30.367,30.154,023,3.589
,STN11,,,,,11356.211,4488.264,269.116,,,,,,,,
STN11_MR9082_1,MR9082,11314.487,4482.770,270.708,13:27,,,,,1.543,"82'29'55""","274'15'36""",42.200,42.084,000,1.592
STN11_MR9082_2,MR9082,11314.486,4482.776,270.709,13:27,,,,,1.543,"262'30'25""","85'44'19""",42.201,42.084,000,1.593
STN11_MR9082A_1,MR9082A,11316.784,4512.855,267.257,13:24,,,,,,"301'57'8""","92'17'25""",46.504,46.467,034,1.858
STN11_MR9082A_2,MR9082A,11316.783,4512.853,267.259,13:25,,,,,,"121'56'59""","267'42'40""",46.504,46.467,034,1.857
STN11_MR9083_1,MR9083,11331.939,4487.125,270.499,13:25,,,,,1.543,"87'18'51""","276'52'0""",24.474,24.298,000,1.383
STN11_MR9083_2,MR9083,11331.939,4487.125,270.499,13:25,,,,,1.543,"267'18'54""","83'8'3""",24.474,24.298,000,1.383
STN11_MR9083_3,MR9083,11331.939,4487.126,270.499,13:25,,,,,1.543,"267'18'56""","83'8'2""",24.474,24.298,000,1.383
STN11_MR9083_4,MR9083,11331.939,4487.125,270.499,13:26,,,,,1.543,"87'18'52""","276'52'2""",24.474,24.298,000,1.383
STN11_MR9083A_1,MR9083A,11335.536,4516.129,269.457,13:28,,,,,,"323'25'34""","89'26'11""",34.699,34.698,008,0.341
STN11_MR9083A_2,MR9083A,11335.536,4516.129,269.458,13:29,,,,,,"143'25'31""","270'33'56""",34.699,34.697,008,0.343
STN11_MR9084_1,MR9084,11354.196,4488.570,267.619,13:31,,,,,1.543,"278'39'11""","88'52'35""",2.038,2.038,000,1.497
STN11_MR9084_2,MR9084,11354.196,4488.570,267.619,13:31,,,,,1.543,"98'39'7""","271'7'11""",2.038,2.038,000,1.497
STN11_MR9084A_1,MR9084A,11351.044,4517.530,269.580,13:29,,,,,,"169'59'20""","270'53'38""",29.722,29.718,008,0.464
STN11_MR9084A_2,MR9084A,11351.045,4517.530,269.579,13:29,,,,,,"349'59'23""","89'6'27""",29.722,29.719,008,0.463
STN11_MR9085_1,MR9085,11378.506,4484.579,262.550,13:34,,,,,1.543,"279'22'59""","257'28'4""",23.150,22.598,000,6.566
STN11_MR9085_2,MR9085,11378.506,4484.579,262.549,13:34,,,,,1.543,"99'22'57""","102'31'59""",23.150,22.598,000,6.567
STN11_MR9085_3,MR9085,11378.506,4484.579,262.550,13:34,,,,,1.543,"279'22'59""","257'28'4""",23.150,22.598,000,6.566
STN11_MR9085_4,MR9085,11378.506,4484.579,262.549,13:34,,,,,1.543,"99'22'57""","102'31'59""",23.150,22.598,000,6.567
STN11_MR9086_1,MR9086,11398.329,4480.976,257.825,13:35,,,,,1.543,"99'48'60""","102'50'50""",43.842,42.744,000,11.291
STN11_MR9086_2,MR9086,11398.330,4480.977,257.826,13:35,,,,,1.543,"279'48'54""","257'9'15""",43.842,42.745,000,11.290
STN11_MR9086A_1,MR9086A,11393.440,4507.789,261.589,13:30,,,,,,"62'19'28""","100'9'4""",42.707,42.038,008,7.527
STN11_MR9086A_2,MR9086A,11393.439,4507.790,261.590,13:30,,,,,,"242'19'25""","259'51'0""",42.707,42.039,008,7.526
STN11_MR9087_1,MR9087,11416.741,4477.683,255.066,13:36,,,,,1.543,"279'54'52""","258'29'41""",62.708,61.448,000,14.050
STN11_MR9087_2,MR9087,11416.740,4477.682,255.063,13:36,,,,,1.543,"99'54'57""","101'30'29""",62.708,61.447,000,14.053
STN11_MR9087A_1,MR9087A,11413.504,4500.690,258.032,13:30,,,,,,"257'45'45""","259'17'36""",59.664,58.626,008,11.084
STN11_MR9087A_2,MR9087A,11413.504,4500.689,258.030,13:31,,,,,,"77'45'48""","100'42'29""",59.664,58.625,008,11.086
STN11_STN10_1,STN10,11326.170,4485.649,272.702,13:23,,,,,,"265'1'31""","83'13'2""",30.367,30.154,000,3.586
STN11_STN10_2,STN10,11326.171,4485.648,272.703,13:23,,,,,,"85'1'27""","276'47'0""",30.366,30.154,000,3.587
STN11_STN11A_1,STN11A,11360.866,4486.717,268.660,13:37,,,,,,"288'22'45""","264'41'27""",4.928,4.906,000,0.456
STN11_STN11A_2,STN11A,11360.867,4486.717,268.660,13:37,,,,,,"108'22'39""","95'18'20""",4.928,4.907,000,0.456
STN11_STN12_1,STN12,11450.505,4464.923,251.954,13:23,,,,,,"283'54'11""","259'58'50""",98.645,97.140,000,17.162
STN11_STN12_2,STN12,11450.504,4464.919,251.952,13:23,,,,,,"103'54'20""","100'1'12""",98.645,97.140,000,17.163
,STN11A,,,,,11360.874,4486.714,268.659,,,,,,,,
STN11A_MR9084A_1,MR9084A,11351.057,4517.528,269.579,13:41,,,,,,"162'19'39""","271'37'45""",32.353,32.340,008,0.920
STN11A_MR9084A_2,MR9084A,11351.057,4517.528,269.578,13:41,,,,,,"342'19'41""","88'22'18""",32.353,32.340,008,0.919
STN11A_MR9085_1,MR9085,11378.515,4484.575,262.550,13:41,,,,,1.543,"96'54'48""","104'24'42""",18.347,17.770,000,6.109
STN11A_MR9085_2,MR9085,11378.515,4484.575,262.550,13:42,,,,,1.543,"276'54'49""","255'35'18""",18.347,17.770,000,6.109
STN11A_MR9085A_1,MR9085A,11374.335,4514.720,266.586,13:40,,,,,,"205'40'13""","266'11'2""",31.141,31.072,008,2.073
STN11A_MR9085A_2,MR9085A,11374.335,4514.719,266.587,13:40,,,,,,"25'40'15""","93'48'57""",31.141,31.072,008,2.072
STN11A_MR9086A_1,MR9086A,11393.451,4507.783,261.588,13:41,,,,,,"57'6'23""","100'19'45""",39.435,38.796,008,7.071
STN11A_MR9086A_2,MR9086A,11393.451,4507.784,261.590,13:41,,,,,,"237'6'22""","259'40'20""",39.435,38.796,008,7.070
STN11A_STN11_1,STN11,11356.219,4488.261,269.116,13:40,,,,,,"288'22'43""","84'40'23""",4.927,4.906,023,0.457
STN11A_STN11_2,STN11,11356.219,4488.262,269.116,13:40,,,,,,"108'23'11""","275'19'20""",4.927,4.906,023,0.457
,STN12,,,,,11450.504,4464.919,251.952,,,,,,,,
STN12_MR9085_1,MR9085,11378.504,4484.576,262.547,13:49,,,,,1.543,"285'16'13""","80'45'48""",75.616,74.636,000,10.594
STN12_MR9085_2,MR9085,11378.503,4484.573,262.549,13:49,,,,,1.543,"105'16'4""","279'14'15""",75.616,74.636,000,10.596
STN12_MR9085_3,MR9085,11378.503,4484.574,262.549,13:49,,,,,1.543,"105'16'7""","279'14'15""",75.616,74.635,000,10.596
STN12_MR9085_4,MR9085,11378.503,4484.576,262.546,13:49,,,,,1.543,"285'16'15""","80'45'50""",75.616,74.636,000,10.594
STN12_MR9086_1,MR9086,11398.327,4480.973,257.822,13:50,,,,,1.543,"287'6'9""","82'16'3""",55.092,54.591,000,5.870
STN12_MR9086_2,MR9086,11398.327,4480.972,257.824,13:50,,,,,1.543,"107'6'4""","277'44'2""",55.092,54.591,000,5.871
STN12_MR9087_1,MR9087,11416.738,4477.679,255.063,13:50,,,,,1.543,"110'42'4""","277'20'43""",36.395,36.097,000,3.110
STN12_MR9087_2,MR9087,11416.738,4477.679,255.062,13:50,,,,,1.543,"290'42'9""","82'39'18""",36.395,36.097,000,3.110
STN12_MR9088_1,MR9088,11436.298,4471.365,252.211,13:51,,,,,1.543,"294'24'20""","83'24'45""",15.704,15.600,000,0.258
STN12_MR9088_2,MR9088,11436.298,4471.364,252.211,13:51,,,,,1.543,"114'24'14""","276'35'13""",15.704,15.600,000,0.258
STN12_MR9089_1,MR9089,11456.393,4464.107,249.360,13:52,,,,,1.543,"277'51'4""","259'59'6""",6.037,5.945,000,2.593
STN12_MR9089_2,MR9089,11456.394,4464.107,249.360,13:52,,,,,1.543,"97'51'0""","100'0'43""",6.037,5.945,000,2.593
STN12_MR9090_1,MR9090,11473.791,4457.990,247.210,13:53,,,,,1.543,"106'34'12""","97'30'4""",24.505,24.296,000,4.742
STN12_MR9090_2,MR9090,11473.791,4457.990,247.210,13:53,,,,,1.543,"286'34'11""","262'29'52""",24.505,24.296,000,4.742
STN12_MR9091_1,MR9091,11494.044,4450.718,245.298,13:54,,,,,1.543,"288'3'50""","263'37'54""",46.082,45.797,000,6.654
STN12_MR9091_2,MR9091,11494.044,4450.718,245.297,13:54,,,,,1.543,"108'3'50""","96'22'11""",46.082,45.797,000,6.655
STN12_MR9092_1,MR9092,11512.410,4444.271,243.506,13:54,,,,,1.543,"108'26'42""","96'2'20""",65.623,65.259,000,8.446
STN12_MR9092_2,MR9092,11512.411,4444.271,243.508,13:54,,,,,1.543,"288'26'40""","263'57'47""",65.623,65.259,000,8.444
STN12_MR9093_1,MR9093,11530.274,4437.984,241.967,13:55,,,,,1.543,"288'39'27""","264'16'24""",84.617,84.195,000,9.986
STN12_MR9093_2,MR9093,11530.274,4437.984,241.966,13:55,,,,,1.543,"108'39'27""","95'43'37""",84.617,84.195,000,9.986
STN12_MR9093_3,MR9093,11530.273,4437.982,241.965,13:55,,,,,1.543,"108'39'31""","95'43'40""",84.617,84.194,000,9.988
STN12_MR9093_4,MR9093,11530.274,4437.984,241.967,13:56,,,,,1.543,"288'39'25""","264'16'25""",84.617,84.195,000,9.985
STN12_STN11_1,STN11,11356.209,4488.264,269.114,13:46,,,,,,"283'54'20""","79'58'55""",98.646,97.142,023,17.161
STN12_STN11_2,STN11,11356.209,4488.261,269.116,13:46,,,,,,"103'54'13""","280'1'11""",98.646,97.141,023,17.164
STN12_STN13_1,STN13,11636.130,4389.882,236.933,13:46,,,,,,"292'0'36""","265'42'33""",200.781,200.219,023,15.019
STN12_STN13_2,STN13,11636.129,4389.880,236.926,13:46,,,,,,"112'0'38""","94'17'35""",200.781,200.218,023,15.027
,STN13,,,,,11636.129,4389.880,236.926,,,,,,,,
STN13_MR9093_1,MR9093,11530.274,4437.982,241.959,14:03,,,,,1.543,"114'26'13""","273'14'13""",116.457,116.272,000,5.034
STN13_MR9093_2,MR9093,11530.274,4437.983,241.956,14:03,,,,,1.543,"294'26'16""","86'45'53""",116.458,116.272,000,5.030
STN13_MR9093_3,MR9093,11530.274,4437.983,241.953,14:03,,,,,1.543,"294'26'16""","86'45'57""",116.457,116.272,000,5.027
STN13_MR9093_4,MR9093,11530.273,4437.981,241.959,14:03,,,,,1.543,"114'26'12""","273'14'13""",116.457,116.271,000,5.034
STN13_MR9094_1,MR9094,11547.945,4431.674,240.776,14:03,,,,,1.543,"115'21'29""","273'9'47""",97.736,97.587,000,3.850
STN13_MR9094_2,MR9094,11547.946,4431.676,240.777,14:04,,,,,1.543,"295'21'33""","86'50'12""",97.736,97.587,000,3.851
STN13_MR9095_1,MR9095,11565.711,4425.398,239.507,14:05,,,,,1.543,"296'45'56""","87'0'25""",78.976,78.868,000,2.581
STN13_MR9095_2,MR9095,11565.711,4425.398,239.510,14:05,,,,,1.543,"116'45'56""","272'59'45""",78.976,78.868,000,2.585
STN13_MR9096_1,MR9096,11586.055,4417.954,238.075,14:06,,,,,1.543,"299'16'36""","87'18'54""",57.470,57.407,000,1.149
STN13_MR9096_2,MR9096,11586.055,4417.954,238.076,14:06,,,,,1.543,"119'16'37""","272'41'9""",57.470,57.407,000,1.151
STN13_MR9097_1,MR9097,11603.592,4411.593,237.008,14:06,,,,,1.543,"123'42'56""","272'22'45""",39.150,39.116,000,0.083
STN13_MR9097_2,MR9097,11603.592,4411.593,237.006,14:06,,,,,1.543,"303'43'0""","87'37'23""",39.150,39.116,000,0.081
STN13_MR9098_1,MR9098,11623.095,4404.153,235.969,14:07,,,,,1.543,"317'35'49""","88'15'47""",19.338,19.329,000,0.957
STN13_MR9098_2,MR9098,11623.094,4404.154,235.969,14:07,,,,,1.543,"137'35'45""","271'44'13""",19.338,19.330,000,0.957
STN13_MR9099_1,MR9099,11640.251,4397.308,235.177,14:08,,,,,1.543,"209'1'49""","268'36'49""",8.498,8.495,000,1.749
STN13_MR9099_2,MR9099,11640.251,4397.309,235.177,14:08,,,,,1.543,"29'1'46""","91'23'6""",8.498,8.495,000,1.748
STN13_MR9100_1,MR9100,11659.049,4387.835,234.466,14:09,,,,,1.543,"95'5'54""","92'16'54""",23.029,23.011,000,2.460
STN13_MR9100_2,MR9100,11659.049,4387.835,234.466,14:09,,,,,1.543,"275'5'56""","267'43'6""",23.029,23.011,000,2.460
STN13_MR9101_1,MR9101,11673.679,4378.046,233.939,14:09,,,,,1.543,"287'29'34""","267'53'58""",39.397,39.370,000,2.987
STN13_MR9101_2,MR9101,11673.678,4378.046,233.937,14:09,,,,,1.543,"107'29'37""","92'6'11""",39.397,39.370,000,2.989
STN13_MR9102_1,MR9102,11691.808,4366.066,233.355,14:10,,,,,1.543,"113'9'23""","91'55'4""",60.592,60.558,000,3.571
STN13_MR9102_2,MR9102,11691.809,4366.067,233.357,14:10,,,,,1.543,"293'9'18""","268'5'2""",60.593,60.559,000,3.569
STN13_MR9103_1,MR9103,11707.172,4355.825,232.535,14:11,,,,,1.543,"295'36'40""","267'55'47""",78.835,78.784,000,4.390
STN13_MR9103_2,MR9103,11707.171,4355.823,232.532,14:11,,,,,1.543,"115'36'46""","92'4'21""",78.835,78.784,000,4.394
STN13_MR9104_1,MR9104,11725.406,4343.729,231.811,14:11,,,,,1.543,"117'20'11""","92'2'9""",100.564,100.501,000,5.115
STN13_MR9104_2,MR9104,11725.408,4343.733,231.815,14:11,,,,,1.543,"297'20'2""","267'57'59""",100.564,100.501,000,5.111
STN13_MR9105_1,MR9105,11739.056,4335.929,231.302,14:12,,,,,1.543,"297'39'45""","267'59'18""",116.282,116.210,000,5.624
STN13_MR9105_2,MR9105,11739.055,4335.927,231.294,14:13,,,,,1.543,"117'39'47""","92'0'55""",116.281,116.209,000,5.632
STN13_MR9105_3,MR9105,11739.054,4335.925,231.294,14:13,,,,,1.543,"117'39'51""","92'0'55""",116.282,116.210,000,5.632
STN13_MR9105_4,MR9105,11739.055,4335.927,231.302,14:13,,,,,1.543,"297'39'47""","267'59'18""",116.281,116.210,000,5.624
STN13_STN12_1,STN12,11450.505,4464.920,251.937,14:02,,,,,,"292'0'40""","85'42'46""",200.780,200.218,000,15.011
STN13_STN12_2,STN12,11450.502,4464.912,251.942,14:02,,,,,,"112'0'31""","274'17'18""",200.780,200.217,000,15.017
